Attendance (%),Bengali,English,Math,Science,Total mark,Assignment Score,class participation,Study Hours per Week,Class Participation Score,Attendance_Scaled,Academic_Score,Engagement_Score,Effort_Score,Final_Performance_Score,Cluster,Cluster_Label,Weakest_Subject,AI_Tutor_Feedback,Risk_Level
55.0,5.0,3.0,2.0,2.0,3.0,0.0,4.0,1.0,1.0,5.5,3.0,4.75,0.5,3.025,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Math performance.,High Risk
99.0,6.0,2.0,2.0,1.0,2.75,9.0,2.0,2.0,1.0,9.9,2.75,5.95,5.5,4.26,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,High Risk
67.0,3.0,3.0,3.0,9.0,4.5,10.0,8.0,7.0,2.0,6.7,4.5,7.35,8.5,6.155,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
80.0,3.0,8.0,3.0,7.0,5.25,0.0,9.0,10.0,10.0,8.0,5.25,8.5,5.0,6.175,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. You are studying but may need better learning strategies. Focus more on improving your Bengali performance.,Medium Risk
77.0,5.0,9.0,9.0,6.0,7.25,8.0,7.0,6.0,4.0,7.7,7.25,7.35,7.0,7.23,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
55.0,8.0,6.0,2.0,7.0,5.75,1.0,5.0,1.0,2.0,5.5,5.75,5.25,1.0,4.65,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Math performance.,High Risk
95.0,8.0,2.0,7.0,4.0,5.25,3.0,6.0,10.0,5.0,9.5,5.25,7.75,6.5,6.249999999999999,2,Average Performer,English,You are performing moderately well but there is room for improvement. You are studying but may need better learning strategies. Focus more on improving your English performance.,Medium Risk
80.0,7.0,8.0,1.0,3.0,4.75,8.0,9.0,10.0,3.0,8.0,4.75,8.5,9.0,6.725,2,Average Performer,Math,You are performing moderately well but there is room for improvement. You are studying but may need better learning strategies. Focus more on improving your Math performance.,Medium Risk
50.0,6.0,4.0,2.0,2.0,3.5,2.0,10.0,6.0,10.0,5.0,3.5,7.5,4.0,4.8,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Math performance.,High Risk
71.0,0.0,4.0,1.0,10.0,3.75,8.0,2.0,7.0,4.0,7.1,3.75,4.55,7.5,4.74,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
65.0,2.0,7.0,2.0,2.0,3.25,4.0,4.0,6.0,6.0,6.5,3.25,5.25,5.0,4.2,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
53.0,6.0,6.0,0.0,10.0,5.5,4.0,3.0,6.0,10.0,5.3,5.5,4.15,5.0,4.995,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Math performance.,High Risk
79.0,10.0,9.0,9.0,1.0,7.25,8.0,3.0,2.0,4.0,7.9,7.25,5.45,5.0,6.26,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
77.0,1.0,3.0,3.0,9.0,4.0,5.0,7.0,10.0,4.0,7.7,4.0,7.35,7.5,5.705,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. You are studying but may need better learning strategies. Focus more on improving your Bengali performance.,Medium Risk
93.0,0.0,10.0,7.0,2.0,4.75,9.0,10.0,7.0,6.0,9.3,4.75,9.65,8.0,6.869999999999999,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
53.0,3.0,1.0,4.0,5.0,3.25,8.0,10.0,5.0,3.0,5.3,3.25,7.65,6.5,5.22,2,Average Performer,English,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your English performance.,Medium Risk
96.0,5.0,9.0,2.0,9.0,6.25,4.0,6.0,1.0,4.0,9.6,6.25,7.8,2.5,5.965,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
57.0,5.0,3.0,10.0,7.0,6.25,9.0,4.0,10.0,9.0,5.7,6.25,4.85,9.5,6.48,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. You are studying but may need better learning strategies. Low attendance is affecting your academic performance. Focus more on improving your English performance.,Medium Risk
73.0,2.0,9.0,5.0,8.0,6.0,1.0,4.0,2.0,9.0,7.3,6.0,5.65,1.5,4.995,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
75.0,2.0,8.0,8.0,10.0,7.0,8.0,9.0,6.0,1.0,7.5,7.0,8.25,7.0,7.375,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
58.0,6.0,2.0,8.0,2.0,4.5,6.0,0.0,9.0,5.0,5.8,4.5,2.9,7.5,4.62,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your English performance.,High Risk
57.0,7.0,0.0,2.0,1.0,2.5,9.0,5.0,6.0,4.0,5.7,2.5,5.35,7.5,4.3549999999999995,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your English performance.,High Risk
98.0,0.0,3.0,5.0,3.0,2.75,10.0,6.0,2.0,6.0,9.8,2.75,7.9,6.0,4.945,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
63.0,7.0,0.0,2.0,3.0,3.0,7.0,4.0,6.0,8.0,6.3,3.0,5.15,6.5,4.345,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,High Risk
84.0,0.0,10.0,8.0,6.0,6.0,0.0,10.0,4.0,7.0,8.4,6.0,9.2,2.0,6.16,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
88.0,5.0,9.0,2.0,9.0,6.25,10.0,1.0,4.0,8.0,8.8,6.25,4.9,7.0,5.995,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
96.0,1.0,7.0,0.0,5.0,3.25,1.0,9.0,4.0,2.0,9.6,3.25,9.3,2.5,4.915,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
98.0,9.0,10.0,3.0,10.0,8.0,0.0,5.0,2.0,3.0,9.8,8.0,7.4,1.0,6.420000000000001,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
78.0,7.0,9.0,10.0,3.0,7.25,3.0,3.0,9.0,8.0,7.8,7.25,5.4,6.0,6.445,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
51.0,2.0,0.0,3.0,4.0,2.25,4.0,5.0,4.0,4.0,5.1,2.25,5.05,4.0,3.4399999999999995,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your English performance.,High Risk
97.0,9.0,6.0,5.0,4.0,6.0,10.0,5.0,1.0,10.0,9.7,6.0,7.35,5.5,6.305,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
70.0,6.0,4.0,5.0,9.0,6.0,4.0,1.0,3.0,9.0,7.0,6.0,4.0,3.5,4.9,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,High Risk
100.0,6.0,5.0,9.0,4.0,6.0,6.0,3.0,6.0,8.0,10.0,6.0,6.5,6.0,6.15,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
92.0,10.0,6.0,9.0,0.0,6.25,3.0,5.0,7.0,7.0,9.2,6.25,7.1,5.0,6.255,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
84.0,7.0,9.0,6.0,0.0,5.5,5.0,0.0,2.0,9.0,8.4,5.5,4.2,3.5,4.71,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,High Risk
63.0,10.0,5.0,6.0,6.0,6.75,7.0,7.0,4.0,10.0,6.3,6.75,6.65,5.5,6.470000000000001,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
55.0,10.0,8.0,6.0,4.0,7.0,1.0,8.0,10.0,1.0,5.5,7.0,6.75,5.5,6.625,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. You are studying but may need better learning strategies. Low attendance is affecting your academic performance. Focus more on improving your Science performance.,Medium Risk
52.0,9.0,7.0,2.0,1.0,4.75,5.0,8.0,10.0,2.0,5.2,4.75,6.6,7.5,5.8549999999999995,2,Average Performer,Science,You are performing moderately well but there is room for improvement. You are studying but may need better learning strategies. Low attendance is affecting your academic performance. Focus more on improving your Science performance.,Medium Risk
86.0,10.0,9.0,3.0,9.0,7.75,10.0,3.0,10.0,2.0,8.6,7.75,5.8,10.0,7.615,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. You are studying but may need better learning strategies. Focus more on improving your Math performance.,Medium Risk
90.0,5.0,8.0,2.0,6.0,5.25,2.0,1.0,3.0,7.0,9.0,5.25,5.0,2.5,4.625,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
71.0,6.0,5.0,10.0,2.0,5.75,1.0,8.0,7.0,3.0,7.1,5.75,7.55,4.0,5.9399999999999995,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
95.0,2.0,3.0,1.0,7.0,3.25,8.0,8.0,1.0,5.0,9.5,3.25,8.75,4.5,5.15,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
62.0,1.0,6.0,4.0,7.0,4.5,3.0,4.0,7.0,4.0,6.2,4.5,5.1,5.0,4.779999999999999,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
97.0,8.0,1.0,3.0,1.0,3.25,2.0,4.0,9.0,3.0,9.7,3.25,6.85,5.5,4.779999999999999,2,Average Performer,English,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,High Risk
60.0,0.0,4.0,10.0,5.0,4.75,10.0,9.0,7.0,10.0,6.0,4.75,7.5,8.5,6.325,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
64.0,7.0,8.0,8.0,6.0,7.25,8.0,6.0,8.0,7.0,6.4,7.25,6.2,8.0,7.084999999999999,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
74.0,9.0,2.0,1.0,10.0,5.5,3.0,2.0,1.0,8.0,7.4,5.5,4.7,2.0,4.5600000000000005,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
65.0,7.0,2.0,7.0,0.0,4.0,10.0,4.0,7.0,9.0,6.5,4.0,5.25,8.5,5.275,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
97.0,9.0,5.0,1.0,5.0,5.0,4.0,0.0,7.0,9.0,9.7,5.0,4.85,5.5,5.055,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
80.0,6.0,2.0,9.0,3.0,5.0,3.0,10.0,8.0,1.0,8.0,5.0,9.0,5.5,6.299999999999999,2,Average Performer,English,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
54.0,3.0,2.0,5.0,7.0,4.25,6.0,9.0,6.0,3.0,5.4,4.25,7.2,6.0,5.485,2,Average Performer,English,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your English performance.,Medium Risk
57.0,2.0,7.0,1.0,7.0,4.25,1.0,8.0,4.0,10.0,5.7,4.25,6.85,2.5,4.68,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Math performance.,High Risk
